#"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Density (g/mL)"	"Speed (ns/day)"
21805300	10902.650001991786	-114760969.48197864	-114754621.36506686	296.79415784926033	17.275286094255666	0.9905170491441159	1.34
21805400	10902.700001991796	-114760938.12849881	-114754693.30601765	291.96482279201666	17.249736640080915	0.9919841538590722	1.34
21805500	10902.750001991806	-114760915.09288032	-114754623.33868505	294.15902601159064	17.41318934587228	0.9826726778950864	1.34
21805600	10902.800001991816	-114760812.22882836	-114754561.83543228	292.22528034583047	17.223853238060396	0.9934748728229089	1.34
21805700	10902.850001991827	-114760974.04904039	-114754630.51582702	296.5798557295763	17.28475519352296	0.9899744146572931	1.34
21805800	10902.900001991837	-114761179.75711337	-114754570.85696106	308.9865833080718	17.28475519352296	0.9899744146572931	1.34
21805900	10902.950001991847	-114761059.26079777	-114754661.8578827	299.0984313908496	17.281697840171315	0.9901495537913463	1.34
21806000	10903.000001991857	-114761099.1324487	-114754592.15671422	304.2213005994053	17.272795897755188	0.9906598506977291	1.34
21806100	10903.050001991867	-114761014.0559004	-114754645.70568942	297.7401273512412	17.304520862027136	0.988843640435704	1.34
21806200	10903.100001991877	-114761064.5089126	-114754681.72297813	298.4150422048236	17.23638435227206	0.9927526014437538	1.34
21806300	10903.150001991888	-114761033.90158647	-114754679.75094162	297.0762535870097	17.25924307846452	0.9914377662687646	1.34
21806400	10903.200001991898	-114761021.92807262	-114754733.24055642	294.01564925208095	17.190642831462267	0.9953941555859183	1.34
21806500	10903.250001991908	-114761186.11694716	-114754765.90363912	300.16488802134387	17.214111152654038	0.9940371160299083	1.34
21806600	10903.300001991918	-114761009.34862183	-114754767.94348517	291.8050513358712	17.185398987231117	0.9956978838790097	1.34
21806700	10903.350001991928	-114761043.88702631	-114754780.66706613	292.8249620068119	17.21793382372422	0.9938164230614582	1.34
21806800	10903.400001991939	-114761030.91697156	-114754737.26551525	294.2477288509109	17.302432096767443	0.9889630145347822	1.34
21806900	10903.450001991949	-114760841.81457487	-114754709.6350059	286.69841722197214	17.332243538468756	0.9872619991303354	1.34
21807000	10903.500001991959	-114760987.99059731	-114754609.11552419	298.23219730502007	17.24896655866584	0.9920284410665602	1.34
21807100	10903.55000199197	-114761024.72239329	-114754567.98912708	301.87230935235567	17.12001364161447	0.9995006875233329	1.34
21807200	10903.60000199198	-114760854.89479996	-114754588.19885631	292.9874750164847	17.11321263327632	0.9998979018077282	1.34
21807300	10903.65000199199	-114760898.04652266	-114754597.15935421	294.58602083910597	17.11089043209621	1.0000336027577625	1.34
21807400	10903.700001992	-114761190.75411731	-114754591.1354986	308.55264282097335	17.195786749445507	0.9950963950954017	1.34
21807500	10903.75000199201	-114760939.42550428	-114754522.45391904	300.01332742467224	17.195786749445507	0.9950963950954017	1.34
21807600	10903.80000199202	-114760914.0112078	-114754493.39956646	300.18351133919316	17.190308784311174	0.9954134983787707	1.34
21807700	10903.85000199203	-114760915.93418118	-114754508.0686309	299.58759204233974	17.19349554383529	0.995229001663818	1.34
21807800	10903.90000199204	-114761061.2138176	-114754474.37824272	307.9549958681549	17.120093235539915	0.9994960406921438	1.34
21807900	10903.95000199205	-114761000.88052817	-114754490.72427496	304.36999971597174	17.15382094724393	0.9975308392123429	1.34
21808000	10904.00000199206	-114760969.78244323	-114754615.24167345	297.0944931368518	17.10273462076523	1.0005104905520004	1.34
21808100	10904.050001992071	-114760928.54868616	-114754636.13407698	294.1899024103755	17.05509845035095	1.0033049914672518	1.34
21808200	10904.100001992081	-114760982.53215729	-114754577.74580546	299.44362996298423	17.126655686378232	0.9991130620330149	1.34
21808300	10904.150001992091	-114761009.3786683	-114754502.23835938	304.2289949644398	17.126655686378232	0.9991130620330149	1.34
21808400	10904.200001992102	-114760789.30338024	-114754434.28165673	297.11697921616684	17.183270575485842	0.9958212163413303	1.34
21808500	10904.250001992112	-114760864.02892347	-114754388.82778387	302.73573972178764	17.183270575485842	0.9958212163413303	1.34
21808600	10904.300001992122	-114761052.94603366	-114754406.5050852	310.74173198177243	17.221415801943294	0.9936154844639203	1.34
21808700	10904.350001992132	-114760980.84955558	-114754415.56820862	306.9472688499399	17.240399793098625	0.9925213806266988	1.34
21808800	10904.400001992142	-114760865.88178843	-114754460.84507014	299.45533537167665	17.297619351118477	0.9892381753733099	1.34
21808900	10904.450001992152	-114760806.0592888	-114754430.89727409	298.0586003059813	17.297783689972565	0.989228777043959	1.34
21809000	10904.500001992163	-114760823.76666857	-114754420.22321732	299.38552050563226	17.30366496395365	0.9888925520026229	1.34
21809100	10904.550001992173	-114760854.30388628	-114754400.5896401	301.7311608011804	17.32012085716187	0.9879530025407939	1.34
21809200	10904.600001992183	-114760920.61642101	-114754404.33399725	304.6564171933146	17.304439167178696	0.98884830880031	1.34
21809300	10904.650001992193	-114760808.03734735	-114754373.72464024	300.82407866523744	17.295381098745448	0.9893661959518031	1.34
21809400	10904.700001992203	-114760905.18255664	-114754375.48989898	305.28338722758673	17.22216680074765	0.9935721563479257	1.34
21809500	10904.750001992214	-114761191.74565046	-114754406.73053436	317.2205041838034	17.22216680074765	0.9935721563479257	1.34
21809600	10904.800001992224	-114760870.03821523	-114754364.24894132	304.1658298876988	17.229380872480462	0.9931561401915318	1.34
21809700	10904.850001992234	-114760875.35143071	-114754380.49954735	303.6544729511962	17.189137359926722	0.9954813349211289	1.34
21809800	10904.900001992244	-114760787.32031395	-114754316.91187921	302.51166590260095	17.19745643918158	0.9949997818408097	1.34
21809900	10904.950001992254	-114760746.85774933	-114754303.55244116	301.2445106594365	17.19745643918158	0.9949997818408097	1.34
21810000	10905.000001992265	-114760835.13424551	-114754346.28115991	303.3740105472057	17.19745643918158	0.9949997818408097	1.34
21810100	10905.050001992275	-114760828.3788	-114754314.72877821	304.533344235312	17.23150201159097	0.993033886058933	1.34
21810200	10905.100001992285	-114760788.37194	-114754334.68478243	301.72989432452437	17.23150201159097	0.993033886058933	1.34
21810300	10905.150001992295	-114760661.81124747	-114754286.88846205	298.047415594918	17.166273190172166	0.9968072403157928	1.34
21810400	10905.200001992305	-114760820.96734014	-114754279.59848346	305.82928575195115	17.136802045220104	0.9985215071078755	1.34
21810500	10905.250001992315	-114760894.19556817	-114754252.09618641	310.53875027075674	17.201838966243717	0.9947462849048546	1.34
21810600	10905.300001992326	-114760972.20619091	-114754286.85232826	312.5610314307608	17.17827961870265	0.9961105410446687	1.34
21810700	10905.350001992336	-114760908.22225673	-114754326.58943595	307.7117509747238	17.17827961870265	0.9961105410446687	1.34
21810800	10905.400001992346	-114760921.40263669	-114754394.37639685	305.15872392257427	17.17827961870265	0.9961105410446687	1.34
21810900	10905.450001992356	-114760708.31315033	-114754367.91905522	296.43309221314473	17.1828399734302	0.9958461716259903	1.34
21811000	10905.500001992366	-114760783.79987052	-114754385.96602905	299.1185785365417	17.20706788125678	0.9944439995986523	1.34
21811100	10905.550001992377	-114760945.19943212	-114754333.27958107	309.12776359144885	17.20706788125678	0.9944439995986523	1.34
21811200	10905.600001992387	-114760904.49148808	-114754347.85401824	306.54314078128664	17.20706788125678	0.9944439995986523	1.34
21811300	10905.650001992397	-114760957.4183254	-114754323.15202613	310.17252936563034	17.16011724050251	0.9971648308331378	1.34
21811400	10905.700001992407	-114760839.47095108	-114754307.89582089	305.37139865757234	17.16011724050251	0.9971648308331378	1.34
21811500	10905.750001992417	-114760737.43317673	-114754361.14263652	298.1113623738644	17.20810332724827	0.9943841619144191	1.34
21811600	10905.800001992427	-114760872.75241202	-114754308.0391272	306.9207101827427	17.20810332724827	0.9943841619144191	1.34
21811700	10905.850001992438	-114760712.26926741	-114754239.44339153	302.62468877492057	17.267831495467664	0.9909446597098075	1.34
21811800	10905.900001992448	-114760927.68735434	-114754308.59658128	309.4630264402298	17.139954923723415	0.9983378300206914	1.34
21811900	10905.950001992458	-114760883.74440823	-114754285.18312901	308.50320891968954	17.196801146149415	0.9950376968238642	1.34
21812000	10906.000001992468	-114760722.35486211	-114754263.31577353	301.9801137007958	17.18221593126733	0.9958823398362675	1.34
21812100	10906.050001992478	-114760796.4594452	-114754319.47606273	302.81906510476864	17.18221593126733	0.9958823398362675	1.34
21812200	10906.100001992489	-114760870.49391986	-114754296.13166022	307.3718296872745	17.18006411289274	0.9960070749888088	1.34
21812300	10906.150001992499	-114760762.98268226	-114754355.68006484	299.56127318516815	17.2216743470754	0.9936005675376383	1.34
21812400	10906.200001992509	-114760774.74086316	-114754271.07590204	304.0665116745072	17.284181958898962	0.990007247429634	1.34
21812500	10906.25000199252	-114760820.72196074	-114754363.86269876	301.8782000456769	17.247657899220492	0.9921037108450448	1.35
21812600	10906.30000199253	-114760746.63740863	-114754349.74116217	299.0747430613587	17.2896503679361	0.989694125737554	1.35
21812700	10906.35000199254	-114760899.41363654	-114754416.25559577	303.1077495338132	17.304997405101755	0.9888164097706136	1.35
21812800	10906.40000199255	-114760819.37487783	-114754392.07401194	300.49625333676204	17.19716769316192	0.9950164882096545	1.35
21812900	10906.45000199256	-114761019.64954948	-114754390.5427696	309.93130582944417	17.02170296616013	1.0052734111986807	1.35
21813000	10906.50000199257	-114760986.18280204	-114754337.20779109	310.8602072638695	17.02170296616013	1.0052734111986807	1.35
21813100	10906.55000199258	-114760810.52619569	-114754257.4719819	306.3756124455987	17.04238733327179	1.0040533095850868	1.35
21813200	10906.60000199259	-114760763.30317782	-114754239.32747164	305.0161020106364	17.04238733327179	1.0040533095850868	1.35
21813300	10906.6500019926	-114760798.23218626	-114754300.41301268	303.7932029731147	17.05178939929612	1.0034996917044285	1.35
21813400	10906.70000199261	-114760606.48069344	-114754233.94500084	297.9358116005113	17.243512104503345	0.9923422387214054	1.35
21813500	10906.750001992621	-114760892.0171999	-114754356.51770072	305.55487508183967	17.135467845760317	0.9985992538532437	1.35
21813600	10906.800001992631	-114760840.92820433	-114754307.99406855	305.43493638451525	17.135467845760317	0.9985992538532437	1.35
21813700	10906.850001992641	-114760913.53046447	-114754373.44260195	305.7693953013085	17.135467845760317	0.9985992538532437	1.35
21813800	10906.900001992652	-114760894.46598631	-114754343.20923208	306.2915756349512	17.135467845760317	0.9985992538532437	1.35
21813900	10906.950001992662	-114760552.7275785	-114754323.88001089	291.2179460291294	17.12080468228666	0.9994545071182418	1.35
21814000	10907.000001992672	-114760774.71081671	-114754421.16685398	297.04788931622056	17.11542328173156	0.9997687538038696	1.35
21814100	10907.050001992682	-114760866.98849966	-114754402.80064765	302.22083436327205	17.11542328173156	0.9997687538038696	1.35
21814200	10907.100001992692	-114760693.0595647	-114754366.24762015	295.79808454113487	17.17266897743667	0.9964359895183106	1.35
21814300	10907.150001992703	-114760587.06567326	-114754346.50308372	291.7656596446613	17.11592438096247	0.9997394837894394	1.35
21814400	10907.200001992713	-114760880.48436745	-114754352.28534074	305.21355534686825	17.11329256221724	0.9998932317081534	1.35
21814500	10907.250001992723	-114760915.333252	-114754403.38373317	304.4538404468089	17.15996309675369	0.9971737881207702	1.35
21814600	10907.300001992733	-114760908.23727997	-114754406.5796855	303.9726610564854	17.155933303511365	0.9974080163683219	1.35
21814700	10907.350001992743	-114760974.17924172	-114754415.46387587	306.6402888645696	17.23141906207352	0.9930386663780327	1.35
21814800	10907.400001992753	-114760808.7985243	-114754351.06008917	301.9193041180995	17.239956176370505	0.9925469200818435	1.35
21814900	10907.450001992764	-114760746.6223854	-114754382.65290283	297.5353147086578	17.239956176370505	0.9925469200818435	1.35
21815000	10907.500001992774	-114760783.57452208	-114754452.30281013	296.00659250180456	17.239956176370505	0.9925469200818435	1.35
21815100	10907.550001992784	-114760678.51707861	-114754279.88945322	299.1556903970753	17.212991428596755	0.9941017792395117	1.35
21815200	10907.600001992794	-114760987.13928097	-114754206.17329639	317.0311947252595	17.16890720642715	0.9966543123255307	1.35
21815300	10907.650001992804	-114760780.3745742	-114754255.99365777	305.03504684723345	17.077141918728234	1.0020099081355425	1.35
21815400	10907.700001992815	-114760682.89885385	-114754112.64483342	307.17975676096995	17.269932451453553	0.9908241073497822	1.35
21815500	10907.750001992825	-114760769.7180968	-114754074.71867995	313.0119910100628	17.21174554274026	0.9941737380854984	1.35
21815600	10907.800001992835	-114760796.73487106	-114754039.0816245	315.94125190534334	17.238685778653366	0.9926200654107634	1.35
21815700	10907.850001992845	-114760695.98408669	-114754046.05265823	310.90492275004533	17.238685778653366	0.9926200654107634	1.35
21815800	10907.900001992855	-114760643.96865864	-114754120.21450007	305.0057439732376	17.145349381247662	0.9980237220431202	1.35
21815900	10907.950001992866	-114760793.22444312	-114754198.748033	308.3122286174264	17.133062008320962	0.9987394779107217	1.35
21816000	10908.000001992876	-114760773.20849375	-114754294.73687373	302.88864482708436	17.245994258153218	0.9921994144879691	1.35
21816100	10908.050001992886	-114760828.50900133	-114754256.81476793	307.2470911842136	17.245994258153218	0.9921994144879691	1.35
21816200	10908.100001992896	-114760711.85362473	-114754234.51086274	302.83586721225237	17.245994258153218	0.9921994144879691	1.35
21816300	10908.150001992906	-114760750.197914	-114754234.32766445	304.63714677065394	17.245994258153218	0.9921994144879691	1.35
21816400	10908.200001992916	-114760910.63098119	-114754243.70719364	311.69936824825015	17.235809244919384	0.9927857266258886	1.35
21816500	10908.250001992927	-114760713.34593219	-114754321.09002037	298.85779302236915	17.299299924300687	0.989142073961367	1.35
21816600	10908.300001992937	-114760893.82499519	-114754369.783609	305.01917275521816	17.29035493543142	0.9896537965300909	1.35
21816700	10908.350001992947	-114760775.777466	-114754422.24933879	297.04714895618696	17.198312771575786	0.9949502391585284	1.35
21816800	10908.400001992957	-114760711.79853955	-114754379.32823509	296.06263042025955	17.198312771575786	0.9949502391585284	1.35
21816900	10908.450001992967	-114760751.03921485	-114754372.41330323	298.2205482322818	17.198312771575786	0.9949502391585284	1.35
21817000	10908.500001992978	-114760809.14906633	-114754357.4130595	301.6386719747453	17.198312771575786	0.9949502391585284	1.35
21817100	10908.550001992988	-114760746.15165754	-114754308.47823685	300.98120244944204	17.189922043539877	0.9954358933019791	1.35
21817200	10908.600001992998	-114760823.30094846	-114754373.19502676	301.5624604386069	17.1238678101381	0.9992757240903098	1.35
21817300	10908.650001993008	-114760629.70660615	-114754271.6543756	297.2586648217023	17.1238678101381	0.9992757240903098	1.35
21817400	10908.700001993018	-114760707.5669966	-114754282.56329498	300.3888537817415	17.1013102242594	1.000593824730967	1.35
21817500	10908.750001993028	-114760802.67405443	-114754322.1256422	302.9857413051265	17.08281277739078	1.0016772781031493	1.35
21817600	10908.800001993039	-114760757.92486168	-114754357.31590672	299.24832370095686	17.02097072854343	1.0053166577924557	1.35
21817700	10908.850001993049	-114760969.9877607	-114754396.56055476	307.3281130260072	17.02097072854343	1.0053166577924557	1.35
21817800	10908.900001993059	-114760699.49952239	-114754417.60395661	293.6981045011095	17.02097072854343	1.0053166577924557	1.35
21817900	10908.95000199307	-114760647.55420274	-114754423.87381355	290.9763644080374	17.02097072854343	1.0053166577924557	1.35
21818000	10909.00000199308	-114760917.19112471	-114754345.48669183	307.2475680416651	17.02097072854343	1.0053166577924557	1.35
21818100	10909.05000199309	-114760882.55757311	-114754461.89423187	300.1859284692516	17.071603909301906	1.0023349590414803	1.35
21818200	10909.1000019931	-114761003.45951588	-114754593.76191178	299.67324624215854	17.10583344247906	1.0003292422285286	1.35
21818300	10909.15000199311	-114761134.08148812	-114754706.69185704	300.5004033846086	17.135872488112657	0.9985756731717577	1.35
21818400	10909.20000199312	-114760981.24516729	-114754667.75664224	295.17517334983853	17.147208732371986	0.9979155017164976	1.35
21818500	10909.25000199313	-114760798.20213981	-114754632.92668828	288.2457523976528	17.148857055075464	0.9978195835586665	1.35
21818600	10909.30000199314	-114761205.56201379	-114754612.06876017	308.26626300143164	17.174279253413502	0.9963425627775025	1.35
21818700	10909.35000199315	-114761174.19851847	-114754576.63840005	308.45640154691057	17.231921629455872	0.9930097044982223	1.35
21818800	10909.400001993161	-114760965.59596996	-114754613.24473707	296.9921254958323	17.11565612086066	0.9997551530815665	1.35
21818900	10909.450001993171	-114760823.22082457	-114754663.95949635	287.9645734769608	17.039211385153514	1.0042404556417408	1.35
21819000	10909.500001993181	-114761034.54758534	-114754668.31444465	297.6411477479301	17.029968683282966	1.0047854886544525	1.35
21819100	10909.550001993191	-114761061.45418927	-114754607.6644996	301.7346880187002	16.921650421201097	1.0112172855056494	1.35
21819200	10909.600001993202	-114761047.3674078	-114754711.39531408	296.2263499307955	16.99670797798572	1.0067517443592848	1.35
21819300	10909.650001993212	-114761156.29082897	-114754734.02312405	300.26093744797646	16.99670797798572	1.0067517443592848	1.35
21819400	10909.700001993222	-114761031.97360536	-114754772.78165431	292.6366400843579	16.985229012486883	1.0074321277989724	1.35
21819500	10909.750001993232	-114761043.4112907	-114754737.47903271	294.8218944255931	16.913675722286527	1.0116940685255869	1.35
21819600	10909.800001993242	-114761018.84831057	-114754648.38301973	297.83901389626413	16.913675722286527	1.0116940685255869	1.35
21819700	10909.850001993253	-114761095.6620827	-114754666.9786427	300.5608929650142	16.91234189214337	1.011773858069392	1.35
21819800	10909.900001993263	-114761081.74055676	-114754642.38036916	301.0600640355919	16.98444294699472	1.0074787532687528	1.35
21819900	10909.950001993273	-114761041.85889034	-114754588.17789213	301.72960635533195	17.033461120062228	1.0045794735779447	1.35
21820000	10910.000001993283	-114760864.19918673	-114754562.76829962	294.6114413727898	17.06051625373798	1.0029863780618806	1.35
21820100	10910.050001993293	-114760874.53516859	-114754491.96007295	298.40518483582366	17.110000111780003	1.000085639591638	1.35
21820200	10910.100001993304	-114760791.39661686	-114754489.09882106	294.6519720434618	17.110000111780003	1.000085639591638	1.35
21820300	10910.150001993314	-114760908.23727997	-114754490.4734291	300.05036830028246	17.110000111780003	1.000085639591638	1.35
21820400	10910.200001993324	-114760890.14931172	-114754475.30890274	299.91368832311014	17.077140404042407	1.0020099970105047	1.35
21820500	10910.250001993334	-114761014.66183731	-114754502.07054168	304.48384550317274	17.168909906779987	0.9966541555701913	1.35
21820600	10910.300001993344	-114761077.59915318	-114754449.37284346	309.8901411181149	17.112279186870843	0.9999524445774023	1.35
21820700	10910.350001993354	-114760888.29143901	-114754381.7461649	304.20117524133315	17.112279186870843	0.9999524445774023	1.35
21820800	10910.400001993365	-114760861.95071006	-114754265.4520258	308.40677620663433	17.111901884421663	0.999974492653002	1.35
21820900	10910.450001993375	-114760674.52089958	-114754352.78208251	295.56090009447917	16.99648118040939	1.0067651782491098	1.35
21821000	10910.500001993385	-114760699.56963079	-114754296.49302883	299.36369385276066	17.103731963261357	1.000452149388084	1.35
21821100	10910.550001993395	-114760832.90079206	-114754420.60675418	299.79463757545534	17.103731963261357	1.000452149388084	1.35
21821200	10910.600001993405	-114760899.16825712	-114754381.98527604	304.69852104105115	17.103731963261357	1.000452149388084	1.35
21821300	10910.650001993416	-114760937.70784837	-114754449.09100892	303.3629653062832	17.176574625689057	0.9962094176571632	1.35
21821400	10910.700001993426	-114760804.64209749	-114754443.0728345	297.42309699744135	17.216229262632766	0.9939148197998472	1.35
21821500	10910.750001993436	-114760938.88967577	-114754385.33206582	306.3991477771791	17.16034426147585	0.9971516389456662	1.35
21821600	10910.800001993446	-114760791.76718986	-114754392.68521164	299.17693280134495	17.139496119919276	0.9983645543299141	1.35
21821700	10910.850001993456	-114760912.43376872	-114754367.71171957	305.98605790159263	17.139496119919276	0.9983645543299141	1.35
21821800	10910.900001993467	-114760876.48818842	-114754467.88249831	299.62219587512624	17.14758329608953	0.9978937037211963	1.35
21821900	10910.950001993477	-114761037.52719252	-114754522.71314219	304.58776618057385	17.14017814750798	0.9983248282451689	1.35
21822000	10911.000001993487	-114760923.05519193	-114754522.99286082	299.22276734026093	17.099404738142937	1.000705326720097	1.35
21822100	10911.050001993497	-114761098.28113237	-114754542.04809527	306.52423229542023	17.099404738142937	1.000705326720097	1.35
21822200	10911.100001993507	-114760734.13808173	-114754567.5563645	288.3068243710748	17.079758664974328	1.001856392754143	1.35
21822300	10911.150001993517	-114760988.68667361	-114754553.48833458	300.8654847044169	17.034640729299102	1.004509908786703	1.35
21822400	10911.200001993528	-114760921.64801611	-114754511.871153	299.67695184620175	17.09133319424357	1.0011779192840093	1.35
21822500	10911.250001993538	-114760899.35855137	-114754493.24778157	299.5055506112458	17.09133319424357	1.0011779192840093	1.35
21822600	10911.300001993548	-114760852.0203554	-114754504.93885371	296.74574921535407	17.074166981507798	1.0021844944901324	1.35
21822700	10911.350001993558	-114760836.73672332	-114754520.13427904	295.3207587335949	17.1509310830914	0.997698919219155	1.35
21822800	10911.400001993568	-114760898.99298611	-114754495.19331351	299.39749964829383	17.201620437073746	0.9947589221491633	1.35
21822900	10911.450001993579	-114760763.57359594	-114754528.50268716	291.508906533393	17.11930387130449	0.99954212705371	1.35
21823000	10911.500001993589	-114760994.48564017	-114754638.60759507	297.1570149067501	17.0868149871042	1.0014426572838122	1.35
21823100	10911.550001993599	-114760813.23538473	-114754502.10559691	295.0648950673995	17.20538787488242	0.9945411012897285	1.35
21823200	10911.60000199361	-114761116.97002979	-114754600.34023106	304.67265805004104	17.20538787488242	0.9945411012897285	1.35
21823300	10911.65000199362	-114760717.47231254	-114754555.15030067	288.1076699315322	17.308970599514673	0.9885894315218428	1.35
