#"Step"	"Time (ps)"	"Potential Energy (kJ/mole)"	"Total Energy (kJ/mole)"	"Temperature (K)"	"Box Volume (nm^3)"	"Density (g/mL)"	"Speed (ns/day)"
2005200	1002.5999999797476	-578363.9383639187	-571975.4115565387	298.6834458220337	14.69872635683719	1.1641461300654128	0.0372
2005300	1002.6499999797464	-578434.4240670388	-572024.162565036	299.6996102179216	14.69872635683719	1.1641461300654128	0.0372
2005400	1002.6999999797453	-578381.2223203497	-571990.7305382527	298.7753144855128	14.696952319854375	1.1642866515996189	0.0372
2005500	1002.7499999797441	-578457.8510250411	-571944.864513686	304.50232306401244	14.760588444545467	1.1592671572335425	0.0372
2005600	1002.7999999797429	-578492.0604284749	-571948.7571634384	305.91972534293404	14.760588444545467	1.1592671572335425	0.0372
2005700	1002.8499999797417	-578310.1709511018	-571954.3647653008	297.1536552619682	14.760588444545467	1.1592671572335425	0.0372
2005800	1002.8999999797405	-578299.4719962203	-571903.9306436075	299.01139757118875	14.760588444545467	1.1592671572335425	0.0372
2005900	1002.9499999797393	-578498.0341429693	-571919.8348808195	307.55122145736584	14.760588444545467	1.1592671572335425	0.0373
2006000	1002.9999999797382	-578591.7903850153	-572034.8677905365	306.5564712423051	14.530603656039604	1.1776155905326182	0.0373
2006100	1003.049999979737	-578502.3071551414	-572023.7530699878	302.89250032773464	14.530603656039604	1.1776155905326182	0.0373
2006200	1003.0999999797358	-578440.4263478856	-571994.1300460086	301.38434889405625	14.530603656039604	1.1776155905326182	0.0373
2006300	1003.1499999797346	-578385.7524953438	-571940.6566281633	301.3282248481771	14.601834988722704	1.1718708928308008	0.0373
2006400	1003.1999999797334	-578366.8853673394	-571920.7717472924	301.3758079518151	14.601834988722704	1.1718708928308008	0.0373
2006500	1003.2499999797323	-578281.868445623	-571897.7249735008	298.4785113013712	14.59049985246855	1.1727813014101385	0.0373
2006600	1003.2999999797311	-578288.9727337225	-571862.8344772989	300.44189773769943	14.59049985246855	1.1727813014101385	0.0373
2006700	1003.3499999797299	-578365.7585991896	-571875.4015943243	303.44432343759166	14.558743382428661	1.1753394476239472	0.0373
2006800	1003.3999999797287	-578337.4727988569	-571894.1823275099	301.24381699252535	14.683802052049503	1.1653293434866316	0.0373
2006900	1003.4499999797275	-578404.7452904686	-572042.2203132708	297.46777960184204	14.683802052049503	1.1653293434866316	0.0373
2007000	1003.4999999797263	-578480.0183932905	-572079.4362625534	299.2470695852797	14.661416389044724	1.167108617008415	0.0373
2007100	1003.5499999797252	-578416.5656541814	-572018.3886717863	299.1346214393868	14.613606167067434	1.1709269573559558	0.0373
2007200	1003.599999979724	-578454.9014929101	-571987.9789554019	302.3486893935822	14.664874695117312	1.1668333866432412	0.0373
2007300	1003.6499999797228	-578394.1740721476	-572033.3237151481	297.38948591280257	14.593595679375245	1.1725325122845287	0.0373
2007400	1003.6999999797216	-578571.616068341	-572081.4559014966	303.4351206495094	14.544195088089376	1.176515118338555	0.0373
2007500	1003.7499999797204	-578572.6527227272	-572148.3336695251	300.35684434381415	14.55368764503301	1.1757477432905075	0.0373
2007600	1003.7999999797192	-578524.1400415122	-572158.3763830117	297.6191979993228	14.531677213130871	1.177528591795345	0.0373
2007700	1003.8499999797181	-578569.7980119134	-572147.022157655	300.28469500611163	14.531677213130871	1.177528591795345	0.0373
2007800	1003.8999999797169	-578472.3087483781	-572117.6519467096	297.09991798831436	14.531677213130871	1.177528591795345	0.0373
2007900	1003.9499999797157	-578384.9102662177	-572075.667934984	294.9766506171968	14.531677213130871	1.177528591795345	0.0373
2008000	1003.9999999797145	-578513.2896665136	-572141.5117404555	297.90038366423767	14.531677213130871	1.177528591795345	0.0373
2008100	1004.0499999797133	-578572.0257807956	-572166.7621943473	299.46594216192506	14.531677213130871	1.177528591795345	0.0373
2008200	1004.0999999797122	-578597.7279807747	-572227.9984779337	297.8046135245199	14.565631264350131	1.174783646149507	0.0373
2008300	1004.149999979711	-578866.2073144016	-572257.5905986114	308.9733317717478	14.528883178853938	1.1777550410830875	0.0373
2008400	1004.1999999797098	-578609.1511270447	-572225.3822358928	298.46099847904014	14.591243264244797	1.172721549172811	0.0373
2008500	1004.2499999797086	-578650.1801477785	-572175.6686215634	302.703498157111	14.51092363095069	1.1792126979915363	0.0373
2008600	1004.2999999797074	-578624.5276185027	-572144.8521420922	302.94492884761934	14.51092363095069	1.1792126979915363	0.0373
2008700	1004.3499999797062	-578628.8299224691	-572121.4032851416	304.24238170618287	14.504164230890893	1.179762248469208	0.0373
2008800	1004.3999999797051	-578427.5997510402	-572133.1222242556	294.2863502079327	14.537045905663986	1.177093717406193	0.0373
2008900	1004.4499999797039	-578598.8183122682	-572222.0328129202	298.13450324932825	14.537045905663986	1.177093717406193	0.0373
2009000	1004.4999999797027	-578582.7082584171	-572183.2199877701	299.19592823285376	14.590404193667414	1.1727889904948137	0.0373
2009100	1004.5499999797015	-578631.1356368422	-572225.7215043753	299.4729806552961	14.475613498206744	1.1820891326866587	0.0373
2009200	1004.5999999797003	-578622.0565869581	-572209.6666097047	299.79912303853604	14.475613498206744	1.1820891326866587	0.0373
2009300	1004.6499999796991	-578637.86532349	-572233.2965203344	299.4334588877303	14.475613498206744	1.1820891326866587	0.0373
2009400	1004.699999979698	-578539.4702431073	-572158.9325968485	298.3099277567839	14.47398821609153	1.1822218693102666	0.0373
2009500	1004.7499999796968	-578628.6761108735	-572183.636527704	301.32559339607053	14.54875515940082	1.1761463587587946	0.0373
2009600	1004.7999999796956	-578478.5029673992	-572213.0975245859	292.92714009899515	14.591256128024598	1.1727205152911735	0.0373
2009700	1004.8499999796944	-578475.4008615834	-572220.8935057204	292.41762072757956	14.591256128024598	1.1727205152911735	0.0373
2009800	1004.8999999796932	-578449.5916185701	-572091.9823319678	297.23795581775494	14.632319676930218	1.169429439966445	0.0373
2009900	1004.949999979692	-578523.5957013965	-572106.9708281572	299.99711756276736	14.632319676930218	1.169429439966445	0.0373
2010000	1004.9999999796909	-578722.0220589271	-572117.910019745	308.76272416654945	14.585022520678592	1.1732217335243689	0.0373
2010100	1005.0499999796897	-578540.4341078574	-572177.5703793869	297.4836172746721	14.585022520678592	1.1732217335243689	0.0373
2010200	1005.0999999796885	-578436.9120214143	-572169.4587722728	293.0228813972512	14.6540730688215	1.1676934682146107	0.0373
2010300	1005.1499999796873	-578579.740038991	-572149.7209826612	300.6233371717743	14.669580099316095	1.1664591139865172	0.0373
2010400	1005.1999999796861	-578478.8119217753	-572069.2975973205	299.6646773497643	14.669580099316095	1.1664591139865172	0.0373
2010500	1005.249999979685	-578518.547906943	-572089.2778933863	300.5883170985574	14.536137392531822	1.1771672861315823	0.0373
2010600	1005.2999999796838	-578589.9287793641	-572211.0857664178	298.2306983925727	14.536137392531822	1.1771672861315823	0.0373
2010700	1005.3499999796826	-578536.8029968161	-572171.5886031056	297.5935181665378	14.558723058218275	1.1753410884166262	0.0373
2010800	1005.3999999796814	-578741.4711532051	-572196.7083390646	305.9879637911514	14.452204118418946	1.1840038560896327	0.0373
2010900	1005.4499999796802	-578826.6506569695	-572209.2801711466	309.38259767547106	14.48702241718744	1.1811582057677645	0.0373
2011000	1005.499999979679	-578756.6609283203	-572150.6936818877	308.8494608604666	14.468480253463248	1.1826719258304004	0.0373
2011100	1005.5499999796779	-578690.6227625756	-572183.851453847	304.21174306131496	14.448739617192011	1.1842877550954143	0.0373
2011200	1005.5999999796767	-578659.898294323	-572277.5405969055	298.39502079435124	14.448739617192011	1.1842877550954143	0.0373
2011300	1005.6499999796755	-578689.4984425589	-572241.2582788123	301.47523046643204	14.448739617192011	1.1842877550954143	0.0373
2011400	1005.6999999796743	-578732.3928504692	-572191.9536029334	305.78582364042944	14.346101421250065	1.1927606603879337	0.0373
2011500	1005.7499999796731	-578612.1839647852	-572229.3066208701	298.41931588008833	14.346101421250065	1.1927606603879337	0.0372
2011600	1005.799999979672	-578700.5104748422	-572305.6164507325	298.98113295562	14.264042361998518	1.1996224471956092	0.0372
2011700	1005.8499999796708	-578681.3780236433	-572245.8476146584	300.88101000493384	14.265551659824895	1.1994955269337646	0.0372
2011800	1005.8999999796696	-578549.6457378465	-572078.3994435685	302.55083843511017	14.367591779268231	1.1909765859226005	0.0372
2011900	1005.9499999796684	-578474.718202971	-571990.9964289279	303.1341058137895	14.367591779268231	1.1909765859226005	0.0372
2012000	1005.9999999796672	-578428.5183619901	-572001.2223739632	300.496025281502	14.387908480927184	1.189294846286081	0.0372
2012100	1006.049999979666	-578417.4284823929	-571971.2152459985	301.3804653250723	14.539006521571537	1.176934983818475	0.0372
2012200	1006.0999999796649	-578261.2433267061	-571940.614279524	295.50901491003265	14.552143373335623	1.1758725134990362	0.0372
2012300	1006.1499999796637	-578485.844084236	-571924.8769098253	306.74556790064105	14.6253226730408	1.1699889149621612	0.0372
2012400	1006.1999999796625	-578640.1663378587	-571925.2011951625	313.9454506285245	14.60641859224174	1.1715031509703089	0.0372
2012500	1006.2499999796613	-578355.9189097416	-571803.097685405	306.3647194654675	14.528979875689656	1.1777472025984386	0.0372
2012600	1006.2999999796601	-578381.5289798855	-571764.1550245249	309.3827598871221	14.528979875689656	1.1777472025984386	0.0372
2012700	1006.349999979659	-578351.6031230987	-571799.2908494825	306.3409244404964	14.528979875689656	1.1777472025984386	0.0372
2012800	1006.3999999796578	-578455.2678899796	-571798.4955787548	311.2247552397384	14.528979875689656	1.1777472025984386	0.0372
2012900	1006.4499999796566	-578472.0377100315	-571874.5919583557	308.4510545464215	14.536440223121444	1.1771427627780051	0.0372
2013000	1006.4999999796554	-578323.0481821003	-571852.8390790729	302.50234652672077	14.536440223121444	1.1771427627780051	0.0372
2013100	1006.5499999796542	-578338.1061023967	-571879.0233543498	301.98215491679105	14.514810781599927	1.1788968979805299	0.0372
2013200	1006.599999979653	-578429.0098655849	-571956.8224083465	302.5948407230553	14.57813970910941	1.1737756494753646	0.0372
2013300	1006.6499999796519	-578489.214698562	-571978.7610805758	304.3839024418448	14.58319315687117	1.173368906324887	0.0372
2013400	1006.6999999796507	-578561.12932998	-571997.4752636489	306.8711884328134	14.58319315687117	1.173368906324887	0.0372
2013500	1006.7499999796495	-578671.4745038792	-572091.9939115896	307.6111276161607	14.570144476609348	1.174419748045254	0.0372
2013600	1006.7999999796483	-578466.828412395	-572056.3018300049	299.71200354832087	14.498805652560094	1.1801982739303136	0.0372
2013700	1006.8499999796471	-578438.5698330719	-571991.3384247108	301.42806802294604	14.508074346749167	1.1794442871073845	0.0372
2013800	1006.8999999796459	-578655.6453605788	-572110.5360163918	306.0041651457796	14.51388413410427	1.1789721653485241	0.0372
2013900	1006.9499999796448	-578638.5561307237	-572068.9917747496	307.14751280768076	14.51388413410427	1.1789721653485241	0.0372
2014000	1006.9999999796436	-578545.069453641	-572141.551830881	299.3843129434129	14.501058646554629	1.1800149094127061	0.0372
2014100	1007.0499999796424	-578416.8977653418	-572157.7583958022	292.6341817357301	14.502900697559337	1.1798650326608218	0.0372
2014200	1007.0999999796412	-578423.4567919176	-572148.8718447356	293.3563104035817	14.502900697559337	1.1798650326608218	0.0372
2014300	1007.14999997964	-578687.8287732493	-572140.168419262	306.12343276731997	14.506353840439344	1.179584173488233	0.0372
2014400	1007.1999999796388	-578501.1950789975	-572139.9583651173	297.4075492954793	14.486059255960273	1.1812367396027326	0.0372
2014500	1007.2499999796377	-578561.5479586119	-572203.4789022519	297.2594514801521	14.466358292409408	1.1828454030604922	0.0372
2014600	1007.2999999796365	-578535.4001316719	-572178.0529515478	297.22570152682874	14.466358292409408	1.1828454030604922	0.0372
2014700	1007.3499999796353	-578569.595406012	-572252.1884929368	295.35837014529255	14.466358292409408	1.1828454030604922	0.0372
2014800	1007.3999999796341	-578599.340925913	-572275.0183172171	295.6817003684369	14.441795787113143	1.184857178251446	0.0372
2014900	1007.4499999796329	-578481.3615542955	-572290.059492581	289.4625771596886	14.44178351746915	1.1848581848982873	0.0372
2015000	1007.4999999796318	-578415.6716631695	-572186.9900575714	291.21018678973263	14.44178351746915	1.1848581848982873	0.0372
2015100	1007.5499999796306	-578576.0267419758	-572091.2559035693	303.183152827033	14.44178351746915	1.1848581848982873	0.0372
2015200	1007.5999999796294	-578620.5707018167	-572086.2292148373	305.50073441881386	14.44178351746915	1.1848581848982873	0.0372
2015300	1007.6499999796282	-578457.4757001414	-572067.9071901871	298.7321486488007	14.44178351746915	1.1848581848982873	0.0372
2015400	1007.699999979627	-578431.0570146376	-572012.0626628249	300.1078980363371	14.44178351746915	1.1848581848982873	0.0372
2015500	1007.7499999796258	-578449.8745147212	-572004.0440674543	301.3625687459269	14.44178351746915	1.1848581848982873	0.0372
2015600	1007.7999999796247	-578291.4385785563	-572009.4910675136	293.70053310316587	14.44178351746915	1.1848581848982873	0.0372
2015700	1007.8499999796235	-578390.8150070197	-571930.3747260523	302.04562379197	14.43921507112176	1.1850689473713294	0.0372
2015800	1007.8999999796223	-578524.3216313826	-571925.5154451135	308.5146590838036	14.43921507112176	1.1850689473713294	0.0372
2015900	1007.9499999796211	-578440.3923270216	-571968.9342251123	302.5607410989157	14.450422212946137	1.184149857564185	0.0372
2016000	1007.9999999796199	-578479.7364431263	-572020.8505411191	301.97295175380896	14.358980162202746	1.1916908590935409	0.0372
2016100	1008.0499999796187	-578373.6064817948	-572116.1466635234	292.5556575038799	14.323732478759222	1.194623358861053	0.0372
2016200	1008.0999999796176	-578452.2548615098	-572031.0397498447	300.2117254483552	14.359160684108689	1.191675877277409	0.0372
2016300	1008.1499999796164	-578351.6363542888	-572144.878781964	290.18517022459696	14.271074229974769	1.1990313503703747	0.0372
2016400	1008.1999999796152	-578598.6701684258	-572099.5674514706	303.85321260749424	14.257966208091709	1.200133676533149	0.0372
2016500	1008.249999979614	-578773.6150211948	-572139.6131499825	310.1601665339387	14.181485377062959	1.206606004253861	0.0372
2016600	1008.2999999796128	-578579.813120222	-572099.8640351878	302.95772089952425	14.195651671189031	1.2054018935905069	0.0372
2016700	1008.3499999796117	-578687.4536976477	-572192.4920506157	303.65960474274385	14.239313908819943	1.2017057503454238	0.0372
2016800	1008.3999999796105	-578575.2962472484	-572157.2107201829	300.06540766018094	14.239313908819943	1.2017057503454238	0.0372
2016900	1008.4499999796093	-578715.4706726202	-572198.5585149529	304.68585920669625	14.286272424886997	1.1977557823546718	0.0372
2017000	1008.4999999796081	-578659.7237734841	-572282.8726445197	298.1375716374822	14.266385663658472	1.1994254051880466	0.0372
2017100	1008.5499999796069	-578705.4676904163	-572279.8236907845	300.4187896994664	14.33361615254079	1.1937996122610905	0.0372
2017200	1008.5999999796057	-578635.4457272794	-572190.0309357612	301.3431355502914	14.33361615254079	1.1937996122610905	0.0372
2017300	1008.6499999796046	-578603.2397866581	-572158.378763555	301.31724515906126	14.33361615254079	1.1937996122610905	0.0372
2017400	1008.6999999796034	-578517.8240425653	-572245.0190073632	293.27309399713295	14.405629091178486	1.1878318743942238	0.0372
2017500	1008.7499999796022	-578528.7150631013	-572142.5602855544	298.57254606916285	14.405629091178486	1.1878318743942238	0.0372
2017600	1008.799999979601	-578568.6919237876	-572188.6219226291	298.2880638976787	14.383939613525149	1.1896230007189874	0.0372
2017700	1008.8499999795998	-578474.5979130683	-572211.2479242709	292.83104124761456	14.35931122720544	1.191663383741051	0.0372
2017800	1008.8999999795986	-578716.9656885706	-572253.3484067096	302.19415843898616	14.33719994975839	1.1935012042216002	0.0372
2017900	1008.9499999795975	-578589.217476412	-572182.0854682932	299.5532966709735	14.33719994975839	1.1935012042216002	0.0372
2018000	1008.9999999795963	-578506.9781091211	-572247.1070304703	292.6683914064865	14.28422413118079	1.1979275351644878	0.0372
2018100	1009.0499999795951	-578745.8871804046	-572296.500489484	301.52883416840757	14.259419438386239	1.2000113664612864	0.0372
2018200	1009.0999999795939	-578624.6735575912	-572417.747779651	290.19303435889856	14.2591505957499	1.2000339915270104	0.0372
2018300	1009.1499999795927	-578767.0281812573	-572376.5338017376	298.7754359230865	14.341288973540962	1.1931609102063554	0.0372
2018400	1009.1999999795916	-578777.923001548	-572312.927574926	302.2585909816422	14.342133176379619	1.1930906786853546	0.0372
2018500	1009.2499999795904	-578839.8503153593	-572454.7493403608	298.5232775310704	14.364416155973375	1.1912398818998835	0.0372
2018600	1009.2999999795892	-578798.4616893383	-572410.0193369868	298.67949728746856	14.310723882825018	1.1957092838426422	0.0372
2018700	1009.349999979588	-578838.478736711	-572470.2092330902	297.73635403197034	14.310723882825018	1.1957092838426422	0.0372
2018800	1009.3999999795868	-578897.1735116856	-572584.7817406538	295.12389669750047	14.226399268237158	1.2027966516732553	0.0372
2018900	1009.4499999795856	-578747.7194442924	-572473.1128890129	293.3573206491667	14.27194227239912	1.1989584233601343	0.0372
2019000	1009.4999999795845	-578752.4845145403	-572381.921974751	297.8435605859776	14.391889041212686	1.1889659068522571	0.0372
2019100	1009.5499999795833	-578688.6469543835	-572383.8195312731	294.77023996713245	14.36811187024963	1.190933475443855	0.0372
2019200	1009.5999999795821	-578819.8763212677	-572310.0015837395	304.3568379847095	14.336061141220139	1.1935960119479614	0.0372
2019300	1009.6499999795809	-578928.1298704119	-572361.7439789588	306.9989097315426	14.337729481323706	1.1934571249577455	0.0372
2019400	1009.6999999795797	-578684.0071146116	-572440.4417862889	291.9060469972743	14.337729481323706	1.1934571249577455	0.0372
2019500	1009.7499999795785	-578638.9194052904	-572376.0624425055	292.8079907521391	14.491341366557574	1.180806177452387	0.0372
2019600	1009.7999999795774	-578692.4977782088	-572369.3074840156	295.6287611529332	14.461326752485435	1.1832569513209839	0.0372
2019700	1009.8499999795762	-578920.8464174925	-572355.1472373068	306.9668038495751	14.459248459882208	1.1834270261472428	0.0372
2019800	1009.899999979575	-578904.7173403206	-572386.5846897798	304.7429210345677	14.342134635059924	1.193090557340944	0.0372
2019900	1009.9499999795738	-578915.4410894411	-572376.8829356667	305.69787667182317	14.317382540070367	1.195153189300647	0.0372
2020000	1009.9999999795726	-578944.5003445909	-572396.2717413215	306.15000018399877	14.317382540070367	1.195153189300647	0.0372
2020100	1010.0499999795715	-578895.9552826578	-572413.2820322596	303.08508408080303	14.317382540070367	1.195153189300647	0.0372
2020200	1010.0999999795703	-578761.4187871921	-572383.7708719788	298.1748238662921	14.311503560065303	1.1956441427265676	0.0372
2020300	1010.1499999795691	-578657.0985092843	-572310.13315552	296.7403189394857	14.488762641113201	1.1810163385965853	0.0372
2020400	1010.1999999795679	-578700.8886318522	-572196.3364535553	304.1079918297641	14.488762641113201	1.1810163385965853	0.0372
2020500	1010.2499999795667	-578542.9176910967	-572202.3950889815	296.4391003141036	14.51450885514948	1.1789214210394499	0.0372
2020600	1010.2999999795655	-578732.237113184	-572185.2629747345	306.0913500622507	14.51450885514948	1.1789214210394499	0.0372
2020700	1010.3499999795644	-578725.5321555278	-572144.6190392867	307.67810255466964	14.570619698560288	1.174381444249298	0.0372
2020800	1010.3999999795632	-578592.6332652607	-572062.9864453115	305.2812441720296	14.57684051639331	1.1738802647911746	0.0372
2020900	1010.449999979562	-578598.7786287469	-572084.6356028913	304.5563937044852	14.589922962182712	1.1728276735631615	0.0372
2021000	1010.4999999795608	-578636.616963758	-572080.1514366247	306.5351019260518	14.62510675196008	1.1700061883588777	0.0372
2021100	1010.5499999795596	-578708.6747956186	-572013.9105682558	313.0009951722943	14.641115660438771	1.1687268786106766	0.0372
2021200	1010.5999999795584	-578552.1621733569	-571959.6943252592	308.2183221124025	14.641115660438771	1.1687268786106766	0.0372
2021300	1010.6499999795573	-578461.9997848189	-571961.5159034821	303.9177863267832	14.700796742729855	1.163982177609851	0.0372
2021400	1010.6999999795561	-578483.7728042909	-571943.7497246388	305.7663665008912	14.700796742729855	1.163982177609851	0.0372
2021500	1010.7499999795549	-578295.7522268543	-571905.9736777724	298.7419686295715	14.746771952831324	1.1603532935841707	0.0372
2021600	1010.7999999795537	-578275.0345271575	-571900.7848799195	298.0159442968284	14.746771952831324	1.1603532935841707	0.0372
2021700	1010.8499999795525	-578382.7983849484	-571937.8743214948	301.32019249100165	14.777440229883657	1.157945160935171	0.0372
2021800	1010.8999999795514	-578577.4293443912	-571980.1380352888	308.44383387702965	14.702192631554523	1.1638716641813742	0.0372
2021900	1010.9499999795502	-578280.6442068485	-571905.2193856807	298.07088732349274	14.707394214358969	1.1634600362106575	0.0372
2022000	1010.999999979549	-578486.3611625525	-571964.1223725873	304.93489579013686	14.604638537203922	1.1716459371187227	0.0372
2022100	1011.0499999795478	-578344.5462746714	-571938.0705250651	299.5226145497645	14.56943221088086	1.1744771627011779	0.0372
2022200	1011.0999999795466	-578370.4777610505	-571900.6209520341	302.4858756888668	14.62781922281206	1.1697892313652059	0.0372
2022300	1011.1499999795454	-578602.4913951431	-572041.9362076289	306.726306235222	14.543671877974992	1.1765574435927826	0.0372
2022400	1011.1999999795443	-578413.7502764381	-572073.7204581646	296.41606114085715	14.60833536297612	1.171349437155612	0.0372
2022500	1011.2499999795431	-578564.4123437465	-572154.6062529087	299.6783183332453	14.60833536297612	1.171349437155612	0.0372
2022600	1011.2999999795419	-578363.204965021	-571988.4000121431	298.0419065580781	14.58284039925849	1.1733972900144054	0.0372
